LFQ intensity 401#1,LFQ intensity 401#2,LFQ intensity 401#3,LFQ intensity 401#4,LFQ intensity WT#1,LFQ intensity WT#2,LFQ intensity WT#3,LFQ intensity WT#4,C: Only identified by site,C: Reverse,C: Potential contaminant,C: Student's T-test Significant MT_WT,C: Student's T-test significant,N: Peptides,N: Razor + unique peptides,N: Unique peptides,N: Sequence coverage [%],N: Unique + razor sequence coverage [%],N: Unique sequence coverage [%],N: Mol. weight [kDa],N: Q-value,N: Score,N: Intensity,N: MS/MS count,N: -Log Student's T-test p-value MT_WT,N: Student's T-test q-value MT_WT,N: Student's T-test Difference MT_WT,N: Student's T-test Test statistic MT_WT,T: Protein IDs,T: Majority protein IDs,T: id,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Keywords
30.5997,30.804,30.6585,30.752,30.8379,30.8313,31.0236,30.7185,,,,,,17,17,17,55.5,55.5,55.5,47.525,0,97.486,15208000000,109,0.981144,0.388974,-0.149282,-0.789094,A6T4M9,A6T4M9,38,A6T4M9_KLEP7,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme),murF KPN_00090,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),452,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],"ATP binding [GO:0005524]; UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]; UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity [GO:0008766]",ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis
28.0903,27.4821,27.8972,27.5646,28.4697,28.2493,27.3643,28.6392,,,,,,4,4,4,8.3,8.3,8.3,39.937,0,8.8791,2266600000,28,0.634903,0.28036,-0.422088,-0.985216,A6T4N0,A6T4N0,39,MRAY_KLEP7,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase),mraY KPN78578_00900 KPN_00091,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),360,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],plasma membrane [GO:0005886],"metal ion binding [GO:0046872]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]",Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Magnesium;Membrane;Metal-binding;Peptidoglycan synthesis;Transferase;Transmembrane;Transmembrane helix
30.4016,30.1993,30.3872,30.0752,29.9448,29.8826,29.3704,29.9855,,,,,,10,10,10,34.2,34.2,34.2,46.862,0,72.737,9358900000,54,1.54934,0.0868344,0.470023,1.7119,A6T4N1,A6T4N1,40,A6T4N1_KLEP7,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase),murD KPN_00092,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),438,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764],ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis
30.1682,30.2365,30.3031,30.2858,30.4619,30.403,30.0589,30.3256,,,,,,11,11,11,35.1,35.1,35.1,38.044,0,47.118,10661000000,62,0.282744,0.737286,-0.0639553,-0.311874,A6T4N3,A6T4N3,41,MURG_KLEP7,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase),murG KPN78578_00930 KPN_00094,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),356,carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],plasma membrane [GO:0005886],"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]",Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Transferase
30.4751,29.8912,30.1332,29.8984,29.9023,29.9018,29.8155,29.7138,,,,,,14,14,14,25.5,25.5,25.5,53.491,0,41.507,8594600000,85,0.940001,0.255812,0.266127,1.04177,A6T4N4,A6T4N4,42,MURC_KLEP7,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase),murC KPN78578_00940 KPN_00095,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),491,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763],ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis
29.806,29.6241,29.5671,29.3913,29.7075,29.4173,29.2738,29.4315,,,,,,10,10,10,39.2,39.2,39.2,32.731,0,66.575,6583300000,73,0.515497,0.519984,0.13963,0.592507,A6T4N5,A6T4N5,43,A6T4N5_KLEP7,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase),ddl KPN_00096,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),306,cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872],ATP-binding;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Peptidoglycan synthesis
31.0558,31.2947,30.9648,30.915,31.1192,31.1398,30.871,31.2351,,,,,,17,17,17,62.4,62.4,62.4,45.313,0,179.42,18848000000,158,0.108858,0.879627,-0.033741,-0.149518,A6T4N7,A6T4N7,45,A6T4N7_KLEP7,Cell division protein FtsA,ftsA KPN_00098,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),420,FtsZ-dependent cytokinesis [GO:0043093],cell division site [GO:0032153]; cytoplasmic side of plasma membrane [GO:0009898],,Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane
34.3139,34.3848,34.3149,34.4502,34.2995,34.4452,34.2612,34.29,,,,,,29,29,29,94,94,94,40.341,0,323.31,1.78E+11,504,0.342088,0.789456,0.0419807,0.256512,A6T4N8,A6T4N8,46,A6T4N8_KLEP7,Cell division protein FtsZ,ftsZ KPN_00099,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),383,division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258],cell division site [GO:0032153]; cytoplasm [GO:0005737],GTP binding [GO:0005525]; GTPase activity [GO:0003924],Cell cycle;Cell division;Cytoplasm;GTP-binding;Nucleotide-binding;Septation
29.8991,29.9121,29.4217,29.5529,29.6847,29.1983,28.8491,29.5852,,,,,,11,11,11,27.9,27.9,27.9,34.046,0,39.776,6519900000,39,0.800394,0.238673,0.367119,1.08292,A6T4N9,A6T4N9,47,LPXC_KLEP7,UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase),lpxC KPN78578_00990 KPN_00100,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),305,lipid A biosynthetic process [GO:0009245],,metal ion binding [GO:0046872]; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]; UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117],Hydrolase;Lipid A biosynthesis;Lipid biosynthesis;Lipid metabolism;Metal-binding;Zinc
33.7015,33.637,33.585,33.5789,33.8653,33.9598,33.8068,33.6096,,,,,,60,60,59,64.9,64.9,63.5,101.96,0,323.31,1.17E+11,650,1.23266,0.286895,-0.184789,-0.970738,A6T4P1,A6T4P1,48,SECA_KLEP7,Protein translocase subunit SecA (EC 7.4.2.8),secA KPN78578_01010 KPN_00102,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),901,intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605],cytoplasm [GO:0005737]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564],ATP-binding;Cell inner membrane;Cell membrane;Cytoplasm;Membrane;Metal-binding;Nucleotide-binding;Protein transport;Translocase;Translocation;Transport;Zinc
27.5352,27.9208,27.5682,27.6787,27.5704,27.4454,27.9754,27.0766,,,,,,2,2,2,54.7,54.7,54.7,7.1899,0,18.195,1682600000,15,0.33011,0.592125,0.15879,0.502635,A6T4P3,A6T4P3,49,YACG_KLEP7,DNA gyrase inhibitor YacG,yacG KPN78578_01030 KPN_00104,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),64,regulation of DNA-templated transcription [GO:0006355],,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity [GO:0008657]; zinc ion binding [GO:0008270]",Metal-binding;Zinc
28.4549,28.2163,28.0722,28.3124,28.3764,28.5705,28.1214,28.944,,,,,,9,9,9,36,36,36,28.64,0,18.842,2787000000,28,0.589161,0.390558,-0.239114,-0.791105,A6T4P4,A6T4P4,50,ZAPD_KLEP7,Cell division protein ZapD (Z ring-associated protein D),zapD KPN78578_01040 KPN_00105,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),247,division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093],cytoplasm [GO:0005737],,Cell cycle;Cell division;Cytoplasm;Septation
NaN,24.157,24.1068,23.7836,24.9199,25.0092,25.0443,NaN,,,,+,MT_WT,2,2,2,16.5,16.5,16.5,22.468,0,2.0685,160590000,2,2.86722,0.0117647,-0.975367,-4.17126,A6T4P5,A6T4P5,51,A6T4P5_KLEP7,Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase),coaE KPN_00106,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),206,coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140],ATP-binding;Coenzyme A biosynthesis;Cytoplasm;Kinase;Nucleotide-binding;Transferase
32.1723,32.2247,31.8393,31.8508,32.2106,32.1098,31.9227,32.102,,,,,,20,20,20,62.5,62.5,62.5,37.278,0,197.57,36674000000,187,0.217115,0.769346,-0.0645308,-0.280691,A6T4P6,A6T4P6,52,GUAC_KLEP7,GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase),guaC KPN78578_01060 KPN_00107,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),347,purine nucleotide metabolic process [GO:0006163],GMP reductase complex [GO:1902560],GMP reductase activity [GO:0003920]; metal ion binding [GO:0046872],Metal-binding;NADP;Oxidoreductase;Potassium
30.8322,30.2073,30.7046,30.6395,30.9797,30.8684,30.2813,30.8141,,,,,,16,16,16,68,68,68,32.745,0,89.211,14626000000,130,0.281768,0.633687,-0.139946,-0.441024,A6T4Q0,A6T4Q0,53,A6T4Q0_KLEP7,nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]),nadC KPN_00111,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),297,NAD biosynthetic process [GO:0009435],,nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514],Glycosyltransferase;Pyridine nucleotide biosynthesis;Transferase
27.8531,28.3384,28.5363,28.2286,27.68,27.6521,28.1018,27.7747,,,,,,8,8,8,39.4,39.4,39.4,29.953,0,21.991,2243900000,19,1.31521,0.114607,0.436959,1.51755,A6T4Q6,A6T4Q6,55,A6T4Q6_KLEP7,Transcriptional regulator of pyruvate dehydrogenase complex,pdhR KPN_00117,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),259,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA-binding;Pyruvate;Transcription;Transcription regulation
36.3276,36.3245,36.3481,36.3544,36.3728,36.4425,36.6308,36.3872,,,,,,75,75,75,76.3,76.3,76.3,99.433,0,323.31,7.50E+11,1910,1.03328,0.44877,-0.119694,-0.699993,A6T4Q7,A6T4Q7,56,A6T4Q7_KLEP7,Pyruvate dehydrogenase E1 component (EC 1.2.4.1),aceE KPN_00118,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),887,glycolytic process [GO:0006096],,metal ion binding [GO:0046872]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],Glycolysis;Magnesium;Metal-binding;Oxidoreductase;Pyruvate;Thiamine pyrophosphate
35.2623,35.2188,35.0719,35.1038,35.3381,35.2719,35.3917,35.1432,,,,,,43,43,43,74.7,74.7,74.7,65.915,0,323.31,3.31E+11,1131,0.875342,0.464526,-0.121989,-0.672596,A6T4Q8,A6T4Q8,57,A6T4Q8_KLEP7,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),aceF KPN_00119,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),632,glycolytic process [GO:0006096],pyruvate dehydrogenase complex [GO:0045254],dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742],Acyltransferase;Glycolysis;Lipoyl;Repeat;Transferase
34.7141,34.6589,34.4522,34.493,34.9458,34.9465,34.8926,34.8762,,,,,,31,31,31,60.5,60.5,60.5,50.563,0,323.31,2.41E+11,858,2.6525,0.0721921,-0.335706,-1.89717,A6T4Q9,A6T4Q9,58,A6T4Q9_KLEP7,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),lpdA KPN_00120,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),474,,,dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660],Disulfide bond;FAD;Flavoprotein;NAD;Nucleotide-binding;Oxidoreductase;Redox-active center
32.7749,32.6673,32.752,32.6143,33.0839,33.0045,33.1206,33.0282,,,,+,MT_WT,44,44,44,63,63,63,91.889,0,323.31,64704000000,407,3.63603,0.0455128,-0.357185,-2.27812,A6T4R3,A6T4R3,59,A6T4R3_KLEP7,Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase),acnB KPN_00124,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),851,tricarboxylic acid cycle [GO:0006099],cytosol [GO:0005829],"2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]",4Fe-4S;Iron;Iron-sulfur;Lyase;Metal-binding;RNA-binding;Tricarboxylic acid cycle
28.798,28.0903,28.8106,28.1018,28.6542,28.5206,28.2722,28.5649,,,,,,3,3,3,17.1,17.1,17.1,32.194,0,3.1101,3193400000,12,0.0870079,0.870536,-0.052815,-0.159406,A6T4R6,A6T4R6,60,SPEE_KLEP7,Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16),speE KPN78578_01260 KPN_00127,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),286,spermidine biosynthetic process [GO:0008295],cytoplasm [GO:0005737],spermidine synthase activity [GO:0004766],Cytoplasm;Polyamine biosynthesis;Spermidine biosynthesis;Transferase
27.4643,28.2519,28.5829,29.1896,28.9424,28.8532,29.4595,29.4197,,,,,,11,11,11,25.4,25.4,25.4,57.861,0,61.111,3978000000,57,1.05156,0.101944,-0.796536,-1.58136,A6T4S0,A6T4S0,61,A6T4S0_KLEP7,Probable periplasmic copper oxidase,cueO KPN_00131,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),532,,,copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491],Metal-binding;Signal
31.8121,31.9368,31.8928,31.8428,32.7222,32.7258,32.8479,32.7307,,,,+,MT_WT,33,33,33,56.8,56.8,56.8,85.08,0,279.64,44673000000,326,6.18972,0,-0.885501,-5.82063,A6T4S1,A6T4S1,62,A6T4S1_KLEP7,Glucose dehydrogenase,gcd KPN_00132,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),784,,outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886],"oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]; quinone binding [GO:0048038]",Cell membrane;Membrane;Oxidoreductase;PQQ;Transmembrane;Transmembrane helix
31.8804,31.597,31.6378,31.7629,31.9867,31.4625,31.4948,31.4745,,,,,,15,15,15,87.4,87.4,87.4,20.552,0,151.35,27959000000,157,0.345281,0.624042,0.114941,0.452712,A6T4S2,A6T4S2,63,A6T4S2_KLEP7,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),hpt KPN_00133,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),182,IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166],cytoplasm [GO:0005737],guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166],Cytoplasm;Glycosyltransferase;Magnesium;Metal-binding;Nucleotide-binding;Purine salvage;Transferase
28.8097,28.5851,28.6438,28.5504,27.6696,26.2734,28.9639,28.133,,,,,,8,8,8,34.1,34.1,34.1,34.582,0,21.288,2932400000,26,0.774416,0.161331,0.88728,1.31013,A6T4S4,A6T4S4,64,A6T4S4_KLEP7,ATP-binding component of a transport system,yadG KPN_00135,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),308,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],ATP-binding;Nucleotide-binding
31.3947,31.5489,31.6102,31.288,30.3083,30.2595,30.4482,30.4035,,,,+,MT_WT,4,4,4,27,27,27,13.897,0,31.756,18004000000,53,4.89617,0,1.10554,5.6384,A6T4S8,A6T4S8,65,A6T4S8_KLEP7,Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain],panD KPN_00139,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),126,alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940],cytoplasm [GO:0005737],aspartate 1-decarboxylase activity [GO:0004068],Autocatalytic cleavage;Cytoplasm;Decarboxylase;Lyase;Pantothenate biosynthesis;Pyruvate;Schiff base;Zymogen
30.7956,30.7769,30.4148,30.5854,30.9111,30.7578,30.305,31.0038,,,,,,18,18,18,60.2,60.2,60.2,31.532,0,145.96,14712000000,129,0.227372,0.703341,-0.101233,-0.348832,A6T4S9,A6T4S9,66,PANC_KLEP7,Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme),panC KPN78578_01390 KPN_00140,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),284,pantothenate biosynthetic process [GO:0015940],cytoplasm [GO:0005737],ATP binding [GO:0005524]; pantoate-beta-alanine ligase activity [GO:0004592],ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Pantothenate biosynthesis
31.0107,31.0177,30.8974,30.7644,30.2269,30.3501,30.1177,30.1471,,,,+,MT_WT,9,9,9,45.6,45.6,45.6,28.027,0,59.154,13583000000,84,3.98205,0.00884848,0.712109,3.74632,A6T4T0,A6T4T0,67,PANB_KLEP7,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),panB KPN78578_01400 KPN_00141,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),263,pantothenate biosynthetic process [GO:0015940],cytoplasm [GO:0005737],3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; metal ion binding [GO:0046872],Cytoplasm;Magnesium;Metal-binding;Pantothenate biosynthesis;Transferase
30.5113,30.2474,30.426,30.1854,30.1868,30.3121,30.3378,30.1722,,,,,,22,22,22,53.9,53.9,53.9,52.4,0,141.6,10944000000,123,0.469481,0.624439,0.0902777,0.455794,A6T4T2,A6T4T2,69,A6T4T2_KLEP7,Poly(A) polymerase I (PAP I) (EC 2.7.7.19),pcnB KPN_00143,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),453,mRNA polyadenylation [GO:0006378],,ATP binding [GO:0005524]; poly(A) RNA polymerase activity [GO:1990817]; RNA binding [GO:0003723],ATP-binding;mRNA processing;Nucleotide-binding;RNA-binding;Transcription;Transferase
32.257,32.0001,31.9368,32.2167,32.2862,31.927,30.9226,31.6649,,,,,,8,8,8,57.6,57.6,57.6,17.486,0,190.91,35033000000,155,0.643098,0.282267,0.402468,0.98044,A6T4T4,A6T4T4,70,A6T4T4_KLEP7,RNA polymerase-binding transcription factor DksA,dksA KPN_00145,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),151,regulation of gene expression [GO:0010468],cytoplasm [GO:0005737],zinc ion binding [GO:0008270],Coiled coil;Cytoplasm;Metal-binding;Zinc;Zinc-finger
26.37,26.8361,28.3903,27.1089,27.5511,27.8186,28.0437,NaN,,,,,,5,5,5,8.8,8.8,8.8,88.666,0,12.752,1414400000,11,0.544436,0.287505,-0.62814,-0.986875,A6T4T7,A6T4T7,71,A6T4T7_KLEP7,"Helicase, ATP-dependent",hrpB KPN_00148,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),809,,,ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676],ATP-binding;Helicase;Hydrolase;Nucleotide-binding
30.8515,30.5968,31.0215,30.9385,31.1107,31.2785,31.3126,31.2941,,,,,,30,30,30,46.4,46.4,46.4,95.66,0,323.31,18387000000,167,2.07357,0.0723665,-0.396881,-1.8534,A6T4V3,A6T4V3,72,A6T4V3_KLEP7,Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase),mrcB KPN_00164,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),854,cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677],membrane [GO:0016020]; peptidoglycan-based cell wall [GO:0009274],penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002],Carboxypeptidase;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Transferase;Transmembrane;Transmembrane helix
32.0767,32.0531,32.0602,32.0669,31.346,31.2269,31.5552,31.285,,,,+,MT_WT,28,28,28,58.1,58.1,58.1,81.38,0,323.31,30218000000,185,4.21509,0.00772414,0.710932,3.88848,A6T4V4,A6T4V4,73,A6T4V4_KLEP7,"Outer membrane pore protein, receptor for ferrichrome, colicin M, and phages T1, T5 and phi80",fhuA KPN_00165,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),735,,cell outer membrane [GO:0009279],siderophore-iron transmembrane transporter activity [GO:0015343]; signaling receptor activity [GO:0038023],Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
32.1232,32.0532,31.911,31.8016,31.8801,31.8639,31.9437,31.8361,,,,,,13,13,13,42.3,42.3,42.3,45.327,0,205.18,33744000000,193,0.56479,0.59925,0.0912557,0.488975,A6T4V8,A6T4V8,74,GSA_KLEP7,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",hemL KPN78578_01680 KPN_00169,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),426,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]",Cytoplasm;Isomerase;Porphyrin biosynthesis;Pyridoxal phosphate
